,PI,NOME_COLOQUIAL,UF
17777,190019275,JUNTA,UNIDADE
17779,190019276,JUNTA,UNIDADE
17781,190019277,PARAFUSO,UNIDADE
17783,190019280,JUNTA,UNIDADE
17784,013553908,SUTURA CIRÚRGICA SINTÉTICA TINGIDA ESTÉRIL NAO ABSORVÍVEL MONOFILAMENTAR NYLON 4.0 45 CM AG 3/8 CIRC TRIANGULAR 2.4 CM,UNIDADE
17788,190019621,DISJUNTOR,UNIDADE
17792,190019329,ANEL RETENÇAO,UNIDADE
17795,190019348,ANEL RETENÇAO,UNIDADE
17802,190018342,CALÇA CINZA 42 (100%POL),UNIDADE
17810,190018343,CALÇA CINZA 44 (100%POL),UNIDADE
17818,190018345,CALÇA CINZA 46 (100%POL),UNIDADE
17826,190018348,CALÇA CINZA 50 (100%POL),UNIDADE
17831,190017496,GANDOLA AZUL-FERRETE (PANAMÁ) 5,UNIDADE
17834,190017294,INSÍGNIA GOLA DIST SO-OR,UNIDADE
17840,190017625,CANECA DE AÇO,UNIDADE
17847,190011561,"OLEO LUBRIFICANTE MOTOR (VIDE DESCRIÇÃO DETALHADA, PARA AQUISIÇÕES NSS K120)",TAMBOR
17858,190017387,"LUVA BRANCA TAM. 9,0 CM.",PAR
17862,190017388,"LUVA BRANCA TAM. 9,5 CM.",PAR
17869,190017413,CALÇA FEM AZUL-FERRETE (PANAMÁ) 44,UNIDADE
17873,190017416,CALÇA FEM AZUL-FERRETE (PANAMÁ) 50,UNIDADE
17876,190017417,CALÇA FEM AZUL-FERRETE (PANAMÁ) 52,UNIDADE
17879,190017418,CALÇA FEM AZUL-FERRETE (PANAMÁ) 54,UNIDADE
17883,190017791,GORRO CINZA 52 (100%POL),UNIDADE
17887,190017796,INSÍGNIA OMBRO PLATINA VA-FN,PAR
17890,190017797,INSÍGNIA OMBRO PLATINA CF-MD,PAR
17892,190019349,ANEL VEDAÇAO,UNIDADE
17894,190019350,DISCO FREIO,UNIDADE
17895,190019728,OLEO LUBRIFICANTE MOTOR,TAMBOR
17901,190023344,ONIBUS URBANO,UNIDADE
17913,190017733,INSÍGNIA OMBRO AGASALHO AZUL CC-IM,PAR
17914,190017735,INSÍGNIA OMBRO PLATINA GM-EN SM-CONV,PAR
17916,190019021,CAMISA BEGE M/M (BOLSO RETO) 7,UNIDADE
17918,190018202,INSÍGNIA OMBRO AGASALHO AZUL GM-FN,PAR
17919,190018203,INSÍGNIA OMBRO AGASALHO AZUL VA-IM,PAR
17921,190019071,SACO DE TRANSPORTE DE MATERIAL,UNIDADE
17927,190019072,GARFO TRINCHAR CARNE TIPO 2,UNIDADE
17929,190019077,TRAVESSA OVAL RASA 410  X 280 MM,UNIDADE
17933,190019293,MOLA COMPRESSAO EXTENSAO,UNIDADE
17934,190018568,DÓLMÃ GARANÇA MÉDIO OF/SO 60 E CALÇA,UNIDADE
17935,190018569,DÓLMÃ GARANÇA MÉDIO OF/SO 62 E CALÇA,UNIDADE
17936,190018577,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 58 E CALÇA,UNIDADE
17938,190018579,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 62 E CALÇA,UNIDADE
17939,190012296,CAMISA BRANCA M/M S/PASS (BOLSO RETO) 1,UNIDADE
17961,190018903,LUZ INDICADORA,UNIDADE
17962,190012976,LOSARTANA POTÁSSICO 50MG  COMPRIMIDO REVESTIDO (VO),TABLETE
17985,190017736,INSÍGNIA OMBRO PLATINA CT-QC-IM-CONV,PAR
17986,190017740,INSÍGNIA OMBRO PLATINA SO-TI,PAR
17989,190017741,INSÍGNIA OMBRO PLATINA 1T-CN-CONV,PAR
17991,190018151,MOCASSIM FEM PRETO S/MEDIO 42,PAR
17992,190018155,INSÍGNIA OMBRO AGASALHO AZUL CT-MD-CONV,PAR
17993,190018156,XICARA CHA TIPO 2,UNIDADE
18005,190019003,CALÇA BEGE 36 (100%POL) CFN/EFOMM,UNIDADE
18007,190019005,CALÇA BEGE 40 (100%POL) CFN/EFOMM,UNIDADE
18011,190019006,CALÇA BEGE 42 (100%POL) CFN/EFOMM,UNIDADE
18016,190012307,BLUSA BRANCA M/M S/PASS (BOLSO RETO) 46,UNIDADE
18017,190018483,TABELA MESTRA,PACOTE
18018,190019915,BERMUDA CINZA 54,UNIDADE
18020,190005045,CITRATO DE SUFENTANILA SOLUÇÃO INJETÁVEL 5MCG/ML AMPOLA 2ML (ESPINHAL) (A1),AMPOLA
18021,190018349,CALÇA CINZA 52 (100%POL),UNIDADE
18053,190008141,NISTATINA SUSPENSÃO ORAL 5.000.000UI (100.000UI/ML) FRASCO 50ML,FRASCO
18063,190018221,LIVRO DE QUARTOS DO ESTABELECIMENTO,UNIDADE
18067,190019007,CALÇA BEGE 44 (100%POL) CFN/EFOMM,UNIDADE
18072,190019008,CALÇA BEGE 46 (100%POL) CFN/EFOMM,UNIDADE
18077,190019010,CALÇA BEGE 50 (100%POL) CFN/EFOMM,UNIDADE
18081,190019012,CALÇA BEGE 54 (100%POL) CFN/EFOMM,UNIDADE
18085,190019013,CALÇA BEGE 56 (100%POL) CFN/EFOMM,UNIDADE
18088,190017829,CONJUNTO ESPORTIVO MB OF GG,UNIDADE
18094,190017830,CONJUNTO ESPORTIVO MB OF P,UNIDADE
18096,190017765,INSÍGNIA GOLA DIST SO-OS,UNIDADE
18099,190017766,INSÍGNIA JALECO VERMELHA 3SG-CS,UNIDADE
18102,190017768,INSÍGNIA OMBRO PLATINA SO-CN,PAR
18104,190017778,INSÍGNIA OMBRO PLATINA NÁUTICA PRAT,PAR
18109,190017780,TECIDO 100% POLIÉSTER BEGE,METRO
18111,190017782,TECIDO 100% POLIÉSTER CINZA ESCURO,METRO
18134,190017993,REBITE PARA PLATINA,UNIDADE
18136,190010906,NIFEDIPINA 10 MG CÁPSULAS,CAPSULA
18145,190019105,GORRO BRANCO CFN 59 (100%POL),UNIDADE
18148,190019107,GORRO BRANCO CFN 61 (100%POL),UNIDADE
18151,190019108,GORRO BRANCO CFN 62 (100%POL),UNIDADE
18154,190019113,TINTA ALQUIDICA CREME,GALAO
18160,190019312,ANEL RETENCAO,UNIDADE
18161,190019313,ANEL ESPACADOR,UNIDADE
18162,190019314,ANEL RETENCAO,UNIDADE
18163,190019315,ANEL RETENCAO,UNIDADE
18164,190019316,ANEL RETENCAO,UNIDADE
18165,190019317,BORRACHA VEDACAO,UNIDADE
18166,190019318,VISOR INDICADOR NIVEL,UNIDADE
18167,190019319,ANEL RETENCAO,UNIDADE
18169,190019320,ANEL CONEXAO,UNIDADE
18171,190019321,ANEL CONEXAO,UNIDADE
18173,190019322,ANEL RETENCAO,UNIDADE
18178,190018170,PARAFUSO CABECA HEXAGONAL,DUZENTOS E CINQUENTA
18179,190018175,LIVRO DE INDICE TIPO A,UNIDADE
18181,190019544,TRANQUETAS,UNIDADE
18187,190019546,ACOPLAMENTO ELASTICO,UNIDADE
18205,190018352,SAIA CINZA 40,UNIDADE
18210,190018346,CALÇA CINZA 54 (100%POL),UNIDADE
18216,190018338,GORRO CINZA 61 (100%POL),UNIDADE
18221,190018539,OLEO LUBRIFICANTE SINTETICO SISTEMA TRANSMISSAO AERONAVE,BALDE
18224,190019089,GORRO BEGE 53 (100%POL),UNIDADE
18226,190019090,GORRO BEGE 54 (100%POL),UNIDADE
18227,190019091,GORRO BEGE 55 (100%POL),UNIDADE
18229,190019092,GORRO BEGE 56 (100%POL),UNIDADE
18235,190019804,ROLAMENTO ROLETE,UNIDADE
18237,190019806,VALVULA RETENÇAO,UNIDADE
18238,190018100,OLEO LUBRIFICANTE MOTOR,LITRO
18252,190017500,PONCHO AZUL,UNIDADE
18253,190017229,CACHECOL AZUL-FERRETE,UNIDADE
18258,190017808,CONJUNTO ESPORTIVO MB OF M,UNIDADE
18264,190017793,JUGULAR DE SEDA BONÉ OF INT/SUB/GM/ASP/SO FEM,UNIDADE
18266,190017635,CAPA DO LIVRO DO NAVIO 2º VOLUME,PAR
18268,190017637,GANCHO (GATO) OLHAL ABERTURA 28MM (1 1/8 POL),UNIDADE
18272,190017638,TALHA PATENTE (5 TON),UNIDADE
18277,190017639,TALHA PATENTE,UNIDADE
18282,190017798,INSÍGNIA OMBRO PLATINA SO-MA,PAR
18284,190017801,GORRO CINZA 55 (100%POL),UNIDADE
18291,190011588,SOLVENTE TINTA EPOXI,LATA
18324,BR3050927,DISJUNTOR,UNIDADE
18326,190027285,ROLAMENTO,UNIDADE
18327,BR3302803,PINION AXIS,UNIDADE
18328,190024513,"TUBO PARA COLETA DE SANGUE A VÁCUO, EM PET, TAMANHO 16X100MM, ESTÉRIL, DESCARTÁVEL, INCOLOR, COM ATIVADOR DE COÁGULO E GEL SEPARADOR, VOLUME 8,0 ML COM TAMPA DE BORRACHA SILICONIZADA E CAPA PROTETORA. CAIXA COM 100 TUBOS. (LOTE)",UNIDADE
18329,190027035,CONTATO,UNIDADE
18331,190026737,"MALHA TUBULAR (ESTOQUINETE) 20 CM, ENROLADA UNIFORMEMENTE, EMBALAGEM INDIVIDUAL, ROLO COM 15 M.",ROLO
18332,190027204,"MANTA TÉRMICA COM CIRCULAÇÃO DE AR AQUECIDO, ADULTO,  PARA USO NO INTRA OPERATÓRIO PARTE SUPERIOR",UNIDADE
18333,190024450,"BROCA BAIXA ROTAÇÃO, TIPO: PEÇA RETA, MATERIAL: AÇO INOXIDÁVEL, FORMATO: ESFÉRICA, CARACTERÍSTICA",UNIDADE
18335,190024555,LUVA DE RASPA 10 POLEGADAS,PAR
18338,190027100,EQUIPO DUPLO EM Y PARA TRANSFUSÃO DE HEMOCOMPONENTES.,UNIDADE
18340,BR3275072,OLEO DE SOJA,GARRAFA
18343,190024463,"BROCA DIAMANTADA ODONTOLÓGICA, TIPO ESFÉRICA Nº 1016 HL EMBALADA , INDIVIDUALMENTE.",UNIDADE
18347,190024066,GRAXA,LATA
18354,190024609,"FIO SUTURA, MATERIAL NYLON, MONOFILAMENTAR, TIPO FIO 5-0, COR PRETO, COMPRIMENTO 45, COM AGULHA, 1/2 CÍRCULO, COMPRIMENTO AGULHA 25 A 26MM, ESTÉRIL.",UNIDADE
18355,190024120,"CONE DE GUTA PERCHA ACESSÓRIO CALIBRADO FM 28MM S/ SULFATO DE BÁRIO ENROLADOS MANUALMENTE, VALIDADE DE QUATRO ANOS CX C/120 UN",CAIXA
18357,190023929,"CLORIDRATO DE HIDRALAZINA,  DRAGEA 50MG (VO)",TABLETE
18365,190025919,AUTOMOVEL PARA SERVICO - 4 PORTAS - SEDAN,UNIDADE
18384,190027354,LENÇOL DE PAPEL  ( 70 CM X 50 M ) DESCARTÁVEL. EMBALADOS EM ROLO INDIVIDUAL EM SACO PLÁSTICO,ROLO
18395,190027184,"""LUVA CIRÚRGICA, MATERIAL LÁTEX NATURAL, TAMANHO 7, ESTÉRIL, CARACTERÍSTICAS ADICIONAIS COMPRIMENTO MÍNIMO DE 28 CM , APRESENTAÇÃO LUBRIFICADA COM PÓ BIOABSORVÍVEL,  ATÓXICA, TIPO USO DESCARTÁVEL, FORMATO ANATÔMICO, EMBALAGEM CONFORME NORMA DA ABNT C",PAR
18407,190027272,"KIT SUTURA, ESTERIL, DESCARTÁVEL",JOGO
18419,190024042,SELO MECANICO,UNIDADE
18420,190024043,SELO MECANICO,UNIDADE
18421,190024045,OLEO DIESEL MARITIMO,LITRO
18455,190026010,OLEO LUBRIFICANTE TURBINA VAPOR,BALDE
18460,190024339,OLEO LUBRIFICANTE,QUARTO DE GALAO AMERICANO
18472,190029541,TINTA ALQUIDICA CINZA,BALDE
18694,190026024,OLEO LUBRIFICANTE HIDRAULICO,LITRO
18760,190029504,TINTA  ALQUIDICA VERMELHA,GALAO
18946,190024632,"FIO SUTURA, MATERIAL  ALGODÃO TINGIDO ,TORCIDO, TIPO FIO 2-0,  CARACTERÍSTICAS ADICIONAIS SEM AGULHA, 15 X 45 CM, E ESTÉRIL.",UNIDADE
18952,190023801,OLEO LUBRIFICANTE COMPRESSOR AR,BALDE
18953,190023803,OLEO LUBRIFICANTE COMPRESSOR AR,BALDE
19021,190018038,INSÍGNIA OMBRO AGASALHO AZUL CA-EN,PAR
19022,190018086,INSÍGNIA OMBRO AGASALHO AZUL 1T-EN-CONV,PAR
19023,190018245,INSÍGNIA OMBRO AGASALHO AZUL SO-AM/AT,PAR
19024,190018251,INSÍGNIA OMBRO AGASALHO AZUL SO-CN,PAR
19027,190017338,INSÍGNIA OMBRO PLATINA 3A-NÁUTICA,PAR
19030,190017343,INSÍGNIA GOLA DIST 1T-CA,UNIDADE
19034,190017571,INSÍGNIA GOLA DIST 1T,UNIDADE
19037,190017587,INSÍGNIA GOLA DIST EN ALTE,UNIDADE
19039,190017588,INSÍGNIA OMBRO PLATINA 1T-AFN,PAR
19041,190018812,CAMINHONETE CARGA PICK-UP CAP MIN  600 KG,UNIDADE
19049,190031422,"FRASCO PLÁSTICO DESCARTÁVEL PARA COLETA DE FEZES PARA EXAME PARASITOLÓGICO, COM ESPÁTULA E TAMPA DE ROSCA, COM CAPACIDADE PARA 50 ML",UNIDADE
19051,190026969,CAMIONETA P/ TRANSPORTAR  PASSAGEIROS,UNIDADE
19135,190018818,CAMINHONETE CARGA FURGAO CAPACIDADE MIN 1500 KG,UNIDADE
19157,190025178,DISJUNTOR,UNIDADE
19158,190025490,OLEO LUBRIFICANTE ENGRENAGEM,LITRO
19184,190029505,TINTA ALQUIDICA AZUL,GALAO
19226,190017349,INSÍGNIA GOLA DIST 2T-CA,UNIDADE
19228,190017350,INSÍGNIA GOLA DIST CF,UNIDADE
19233,190017352,INSÍGNIA OMBRO PLATINA SO-OS,PAR
19234,190017383,INSÍGNIA GOLA DIST GM,UNIDADE
19238,190017351,INSÍGNIA GOLA SO,UNIDADE
19244,190017574,INSÍGNIA GOLA DIST MD,UNIDADE
19249,190017575,INSÍGNIA GOLA DIST CD,UNIDADE
19255,190024766,TUBO CAPILAR PARA MICROHEMATÓCRITO SEM ANTICOAGULANTE. CAIXA COM 500 UNIDADES,CAIXA
19257,190024148,LAMINA DE BISTURI N 24 ESTÉRIL DESCARTAVEL,UNIDADE
19258,190026845,"EQUIPO DE GOTAS ESTÉRIL, CONTENDO CONECTOR (TAMPA PROTETORA) COM PONTA PERFURANTE  ADAPTÁVEL",UNIDADE
19316,332064683,"CLORETO SÓDIO SOLUÇÃO INJETÁVEL 0,9%  EM SISTEMA  FECHADO COM UM PONTO PARA ADIÇÃO DE MEDICAMENTO EM LÁTEX AUTO VEDÁVEL  FRASCO/BOLSA 250 ML (IV).",UNIDADE
19328,190017716,INSÍGNIA GOLA DIST SO-EG,UNIDADE
19331,190017717,INSÍGNIA GOLA DIST SO-EP,UNIDADE
19337,190017718,INSÍGNIA GOLA DIST SO-ES,UNIDADE
19342,190018824,CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO,UNIDADE
19343,190018081,INSÍGNIA OMBRO AGASALHO AZUL VA-EN,PAR
19344,190017573,INSÍGNIA GOLA DIST EN,UNIDADE
19348,190017576,INSÍGNIA GOLA DIST CAPELAO NAVAL,UNIDADE
19349,190017577,INSÍGNIA GOLA DIST QC-CA,UNIDADE
19352,190017578,INSÍGNIA GOLA DIST QC-FN,UNIDADE
19355,190017579,INSÍGNIA OMBRO PLATINA CT-AA,PAR
19358,190017582,INSÍGNIA OMBRO PLATINA CT-AFN,PAR
19365,190026911,"DRENO TORÁCICO, ESTÉRIL, DESCARTÁVEL, TAMANHO 28FR.",UNIDADE
19367,190025280,FLUIDO HIDRAULICO,BALDE
19370,190026757,"MALHA TUBULAR ORTOPÉDICA, MATERIAL ALGODÃO, LARGURA 8 CM, COMPRIMENTO 15CM, CARACTERÍSTICAS ADICIONAIS TRAMA REGULAR, SEM EMENDAS.",ROLO
19371,190029513,TINTA ALQUIDICA AMARELA,GALAO
19406,190025226,JUNTA,UNIDADE
19407,190025227,JUNTA,UNIDADE
19408,190025228,JUNTA,UNIDADE
19409,190025229,JUNTA,UNIDADE
19410,190025230,ANEL RETENÇÃO,UNIDADE
19412,190026808,BOBINA,UNIDADE
19416,190025491,OLEO LUBRIFICANTE,LITRO
19418,190025500,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,LITRO
19423,190029511,MOLA,UNIDADE
19425,190029507,MOLA,UNIDADE
19426,190024629,"FIO SUTURA, MATERIAL  ALGODÃO TORCIDO TINGIDO, TIPO FIO 0,  CARACTERÍSTICAS ADICIONAIS SEM AGULHA, 15 X 45 CM,  ESTÉRIL.",UNIDADE
19427,190026994,"SERINGA, ESTÉRIL, MATERIAL DE POLIPROPILENO TRANSPARENTE. CAPACIDADE 3 ML, TIPO BICO LUER LOCK, CARACTERÍSTICAS ADICIONAIS ÊMBOLO COM PONTEIRA DE BORRACHA SILICONIZADA, ATÓXICA, GRADUAÇÃO FIRME E PERFEITAMENTE LEGÍVEL, TIPO USO DESCARTÁVEL.""",UNIDADE
19429,190017583,INSÍGNIA OMBRO PLATINA SO-FR,PAR
19430,190017889,INSÍGNIA OMBRO PLATINA 2T-FN,PAR
19431,190017890,INSÍGNIA OMBRO PLATINA GM-FN,PAR
19434,190017960,INSÍGNIA OMBRO PLATINA CMG-EN,PAR
19437,190017947,INSÍGNIA OMBRO PLATINA CT-CD,PAR
19439,190017948,INSÍGNIA OMBRO PLATINA 1T-CD,PAR
19441,190017956,INSÍGNIA OMBRO PLATINA 1T-QC-CA,PAR
19444,190017580,INSÍGNIA OMBRO PLATINA 1T-AA,PAR
19448,190019998,GAXETA,JOGO
19449,190018825,MINIONIBUS PARTICULAR,UNIDADE
19479,190026728,"TALA PARA IMOBILIZAÇÃO PROVISÓRIA NO RESGATE E TRANSPORTE DE ACIDENTADOS, CONFECCIONADA EM",UNIDADE
19480,190024206,"PIPETA AUTOMÁTICA COM VOLUME VARIÁVEL DE 100 A 1000 MICROLITROS, CALIBRADA COM EXATIDÃO DE DOSIFICAÇÃO SEGUNDO PADRÕES PRÉ-ESTABELECIDOS",UNIDADE
19481,190024061,OLEO LUBRIFICANTE TURBINA VAPOR,TAMBOR
19515,190027034,CONTATO,UNIDADE
19519,190026990,"SERINGA ESTÉRIL, MATERIAL POLIPROPILENO TRANSPARENTE, ATÓXICO,   CAPACIDADE 10 ML, TIPO  BICO  SIMPLES, CARACTERÍSTICAS ADICIONAIS ÊMBOLO COM PONTEIRA DE BORRACHA  ATÓXICA, SILICONIZADA, GRADUAÇÃO FIRME E PERFEITAMENTE LEGÍVEL, TIPO USO DESCARTÁVEL",UNIDADE
19526,190018089,INSÍGNIA OMBRO AGASALHO AZUL CT-QC-IM,PAR
19527,190017590,INSÍGNIA OMBRO PLATINA SO-AR,PAR
19532,190017591,INSÍGNIA OMBRO PLATINA SO-AM/AT,PAR
19536,190017861,INSÍGNIA GOLA DIST MD-SM CONV,UNIDADE
19540,190024520,"TUBO, MATERIAL PLÁSTICO, VOLUME 4 ML, COMPONENTES COM EDTA-K3, USO COLETA DE SANGUE,   CARACTERÍSTICA ADICIONAL À VÁCUO, ESTERILIDADE ESTÉRIL, DESCARTÁVEL, TAMANHO 13X75 MM,   COM TAMPA DE BORRACHA SILICONIZADA E CAPA PROTETORA NA COR ROXA.  CX COM 1",UNIDADE
19542,190024267,SULFATO DE SALBUTAMOL SPRAY 100MCG/DOSE FRASCO 200 DOSES,FRASCO
19549,190027363,"COLETOR URINA DESC INFANTIL MASCULINO, NÃO ESTÉRIL.",UNIDADE
19551,190026837,"EQUIPO, APLICAÇÃO INTERMEDIÁRIA PARA INFUSÃO SIMULTÂNEA- 2 VIAS, MATERIAL PVC RISTAL.CARACTERÍSTICAS ADICIONAIS PINÇA CORTA FLUXO EM TODAS AS VIAS, CONECTOR LUER LOCK.DESCARTÁVEL. ESTÉRIL",UNIDADE
19593,190026992,"SERINGA ESTÉRIL, MATERIAL EM POLIPROPILENO TRANSPARENTE ATÓXICO. CAPACIDADE 20 ML, TIPO BICO SIMPLES,  CARACTERÍSTICAS ADICIONAIS ÊMBOLO COM PONTEIRA DE   BORRACHA, SILICONIZADA, GRADUAÇÃO FIRME E  PERFEITAMENTE LEGÍVEL, TIPO USO DESCARTÁVEL. EMBAL",UNIDADE
19594,190026993,"SERINGA DESCARTÁVEL 50 ML, ESTÉRIL, BICO DE CATÉTER",UNIDADE
19595,190023927,CETOPROFENO 100MG COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO RETARDADA (VO),TABLETE
19601,190024346,"PIPETA AUTOMÁTICA COM VOLUME VARIÁVEL DE 2 A 20 MICROLITROS, COM EXATIDÃO DE DOSIFICAÇÃO E ÊMBOLO CERÂMICO",UNIDADE
19602,190023976,"CLORIDRATO DE NALOXONA,  SOLUÇÃO INJETÁVEL 0,4MG AMPOLA 1ML (IV) (C1)",AMPOLA
19613,190023977,CLORIDRATO DE NALBUFINA SOLUÇÃO INJETÁVEL 10MG/ML AMPOLA 1ML,AMPOLA
19614,190024414,BROCA Nº 4114 DIAMANTADA EMBALADA INDIVIDUALMENTE E ESTÉRIL,UNIDADE
19617,190024420,BROCA Nº 4072 DIAMANTADA EMBALADA INDIVIDUALMENTE E ESTÉRIL,UNIDADE
19621,190027278,"DISPOSITIVO PUNCAO VENOSO DESCARTAVEL  Nº 21, ESTÉRIL",UNIDADE
19623,190026968,"SACO PARA EMBALAR CADÁVER, TAM ADULTO.(COBRE CORPO)",UNIDADE
19624,190026794,ACIONADOR,UNIDADE
19627,190027086,LUZ INDICADORA,UNIDADE
19629,190026792,"SONDA NASOGÁSTRICA LONGA Nº 14, ESTERILIZADA EM ÓXIDO DE ETILENO, DESCARTÁVEL E DE USO ÚNICO,.",UNIDADE
19631,190026989,"SERINGA, ESTÉRIL, MATERIAL DE POLIPROPILENO TRANSPARENTE. CAPACIDADE  5 ML, TIPO BICO LUER LOCK, CARACTERÍSTICAS ADICIONAIS ÊMBOLO COM PONTEIRA DE BORRACHA SILICONIZADA, ATÓXICA GRADUAÇÃO FIRME E PERFEITAMENTE LEGÍVEL, TIPO USO DESCARTÁVEL.""",UNIDADE
19671,190029547,"CATETER INTRAVENOSO, ESTÉRIL, CALIBRE 24G, COM SISTEMA DE SEGURANÇA, MATERIAL  POLIURETANO,",UNIDADE
19677,190031029,ELETRODO DESCARTÁVEL DE ESPUMA COM ADESIVO CONDUTOR (CLORETO DE PRATA) ADULTO - ERGOMETRIA E HOLTER,UNIDADE
19682,190026067,"COMPRESSA DE GAZE, MATERIAL TECIDO 100% ALGODÃO, TIPO 13 FIOS/CM2, MODELO COR BRANCA, ISENTA DE IMPUREZAS, 8 CAMADAS, LARGURA 7,50 CM, COMPRIMENTO 7,50 CM,  DEVENDO AO SER ABERTA TER NO MÍNIMO 450 CM², 5 DOBRAS, ESTÉRIL, DESCARTÁVEL.ENVELOPE COM 10 U",INVOLUCRO CONTENDO VARIOS ITENS FORNECIDOS DE FORMA UN...
19685,190024422,BROCA Nº 4138 DIAMANTADA EMBALADA INDIVIDUALMENTE E ESTÉRIL,UNIDADE
19688,190032859,OLEO LUBRIFICANTE HIDRAULICO,TAMBOR
19698,190024500,OLEO LUBRIFICANTE HIDRAULICO,BALDE
19710,190026784,"SONDA NASOGÁSTRICA LONGA Nº 20, ESTERILIZADA EM ÓXIDO DE ETILENO, DESCARTÁVEL E DE USO ÚNICO.",UNIDADE
19711,190026986,"SERINGA DESCARTÁVEL, ESTÉRIL E SEM AGULHA FIXA. CAPACIDADE 100UI (1ML) COM GRADUAÇÃO DE 2 EM 2 UI. MATERIAL EM POLIPROPILENO TRANSPARENTE, ATÓXICO E APIROGÊNICO. BICO LUER SLIP OU LUER LOCK. . APLICAÇÃO INSULINA.",UNIDADE
19763,190024603,"SUTURA CIRÚRGICA SINTÉTICA TINGIDA  ESTÉRIL NÃO-ABSORVÍVEL  MONOFILAMENTAR  NYLON  2.0, 45CM, AG. 3/8 CIRC TRIANGULAR 3,0CM.",UNIDADE
19770,190024605,"SUTURA CIRÚRGICA SINTÉTICA TINGIDA, ESTÉRIL,  NÃO ABSORVÍVEL,  MONOFILAMENTAR  NYLON  4.0, 45CM, AG. 1/2 CIRC. TRIANGULAR 2.5 A 2,6CM.",UNIDADE
19771,190024606,"SUTURA CIRÚRGICA SINTÉTICA TINGIDA  ESTÉRIL NÃO-ABSORVÍVEL  MONOFILAMENTAR  NYLON  3.0, 45CM, AG.  3/8 CIRC. TRIANGULAR 3.0CM.",UNIDADE
19774,190024608,"FIO DE SUTURA, MATERIAL NYLON MONOFILAMENTO, TIPO 10-0, COR PRETO, COMPRIMENTO 30 CM, CARACTERÍSTICAS ADICIONAIS COM 1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA 3/8 CÍRCULO ESPATULADA, COMPRIMENTO AGULHA 0,65 CM, ESTÉRIL.",UNIDADE
19822,BR3292032,INSÍGNIA OMBRO PLATINA CT-MD-CONV,PAR
19824,BR3292033,INSÍGNIA OMBRO PLATINA CT-CD-CONV,PAR
19826,190072604,INSÍGNIA GOLA BORDADA AZUL-FERR 1T-CA,PAR
19831,190072605,INSÍGNIA GOLA BORDADA AZUL-FERR 1T,UNIDADE
19834,BR3298170,TARUGO BRUTO THORDON - PGP,UNIDADE
19835,BR3298171,TARUGO BRUTO THORDON - PGI,UNIDADE
19836,BR3294002,"CART 12,7MM P",UNIDADE
19837,BR3298333,"CEFTAZIDIMA PENTAHIDRATADA COM  AVIBACTAM SODICO,  INJETÁVEL- 2000/500MG - FRASCO",FRASCO
19841,190073795,INSÍGNIA GOLA BORDADA AZUL-FERR DIST SO-EL,UNIDADE
19844,BR3298488,CART .223 REMINGTON POLÍMERO 55GR,UNIDADE
19845,BR3295717,RAÇÃO ALTERNATIVA DE COMBATE PARA 24 HORAS (RAC - CARDÁPIO1) COM CONJUNTO DE ACESSÓRIOS,UNIDADE
19846,190081448,BARRETA PARA TRILHOS MÉRITO ACANTO 3 FOLHAS BRONZE,UNIDADE
19848,190081449,BARRETA PARA TRILHOS MÉRITO ANFÍBIO 4 ÂNCORAS PRATA,UNIDADE
19849,190081450,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL 1 FERRO BRONZE,UNIDADE
19851,BR3302168,"FLUIDO HIDRÁULICO, BASE SEM PETRÓLEO,AERONAVE",TAMBOR
19854,190081451,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL ESCULÁPIO DOURADO,UNIDADE
19856,190081452,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL 3 FERROS PLATINA,UNIDADE
19858,190081453,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL 2 FERROS PRATA,UNIDADE
19860,190081454,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL 2 FERROS OURO,UNIDADE
19862,190081455,BARRETA PARA TRILHOS MÉRITO SAÚDE NAVAL 1 FERRO PRATA,UNIDADE
19864,190081456,BARRETA PARA TRILHOS MÉRITO MILITAR 40 ANOS,UNIDADE
19865,190081457,BARRETA PARA TRILHOS MÉRITO MILITAR 30 ANOS,UNIDADE
19866,190081458,BARRETA PARA TRILHOS MÉRITO MILITAR 20 ANOS,UNIDADE
19868,190081459,BARRETA PARA TRILHOS MÉRITO MILITAR 10 ANOS,UNIDADE
19870,190081460,BARRETA PARA TRILHOS MÉRITO MARINHEIRO 4 ÂNCORAS PRATA,UNIDADE
19871,190081461,BARRETA PARA TRILHOS MÉRITO MARINHEIRO 4 ÂNCORAS BRONZE,UNIDADE
19872,190081462,BARRETA PARA TRILHOS MÉRITO MARINHEIRO 3 ÂNCORAS,UNIDADE
19873,190081463,BARRETA PARA TRILHOS MÉRITO MARINHEIRO 1 ÂNCORA,UNIDADE
19874,BR3276207,TECIDO POL/LÃ AZUL-FERRETE (NOVO),METRO
